Word	OLD20	len
pocketknife	100.0	11
retain	34.0	6
fixable	42.0	7
whoremonger	81.0	11
tuxedo	53.0	6
playtime	58.0	8
lad	20.0	3
blotchy	49.0	7
obesity	60.0	7
artful	43.0	6
firepower	75.0	9
winnable	54.0	8
employer	48.0	8
acquirer	50.0	8
outfox	52.0	6
recessionary	87.0	12
from	35.0	4
suitcase	57.0	8
ponytail	62.0	8
predictor	52.0	9
mention	41.0	7
municipal	70.0	9
falconry	68.0	8
evocative	59.0	9
apply	37.0	5
trachea	43.0	7
sanitizer	55.0	9
cruise	36.0	6
philanderer	77.0	11
marginal	50.0	8
scarcity	57.0	8
paramedical	72.0	11
emblematic	82.0	10
toasty	37.0	6
dueler	38.0	6
dachshund	91.0	9
scrape	33.0	6
cigarette	71.0	9
blurt	35.0	5
diversification	93.0	15
dorm	34.0	4
suppressor	56.0	10
thesis	42.0	6
infuriate	54.0	9
occasionally	88.0	12
groundwork	73.0	10
talentless	64.0	10
symbolism	57.0	9
fallout	49.0	7
subatomic	77.0	9
probation	51.0	9
determinative	75.0	13
neuropsychological	123.0	18
softhearted	73.0	11
snobbish	63.0	8
expect	38.0	6
oscilloscope	109.0	12
gunfire	57.0	7
pilothouse	72.0	10
determinist	68.0	11
chintzy	53.0	7
scion	40.0	5
interim	52.0	7
roomy	35.0	5
gradation	51.0	9
civilizing	66.0	10
layoff	50.0	6
derailment	65.0	10
whichever	71.0	9
crown	30.0	5
trancelike	79.0	10
tranquilize	61.0	11
sugared	44.0	7
convict	45.0	7
erection	37.0	8
catapult	70.0	8
pathology	56.0	9
transitional	66.0	12
unpaved	40.0	7
moisten	45.0	7
reusable	52.0	8
reinvest	52.0	8
poker	28.0	5
bamboozle	74.0	9
originator	67.0	10
undefeatable	69.0	12
mastectomy	74.0	10
reminiscence	75.0	12
twine	32.0	5
wattage	53.0	7
homeward	58.0	8
dash	23.0	4
complementary	74.0	13
mosaic	49.0	6
browbeat	60.0	8
retarded	39.0	8
moviegoer	75.0	9
repulsiveness	78.0	13
phonetics	62.0	9
temptress	60.0	9
crotchety	59.0	9
trowel	37.0	6
predispose	69.0	10
headhunter	66.0	10
sealer	30.0	6
divisive	55.0	8
unworkable	66.0	10
chunky	36.0	6
tranquilizers	74.0	13
reliable	48.0	8
innate	39.0	6
meddler	35.0	7
disbursement	73.0	12
sprain	38.0	6
slogan	46.0	6
podcast	58.0	7
depressive	50.0	10
consulate	46.0	9
calamari	69.0	8
woe	20.0	3
survivability	88.0	13
promising	51.0	9
instruction	51.0	11
sultan	45.0	6
earthly	48.0	7
tarp	31.0	4
deaden	36.0	6
antsy	38.0	5
scrambler	48.0	9
grammatical	79.0	11
resultant	56.0	9
relevancy	70.0	9
thoughtless	74.0	11
interconnectedness	142.0	18
fast	20.0	4
neurochemistry	115.0	14
hurdle	34.0	6
snobbery	54.0	8
repel	35.0	5
extrovert	70.0	9
creationist	70.0	11
blustery	43.0	8
culmination	57.0	11
prestige	54.0	8
inlet	38.0	5
entrails	52.0	8
fight	27.0	5
unalterable	67.0	11
share	21.0	5
journeyman	72.0	10
hyperacidity	110.0	12
complement	51.0	10
disciplinarian	110.0	14
hairpin	53.0	7
chuckle	40.0	7
palliative	75.0	10
invigorate	62.0	10
reenlistment	80.0	12
impound	51.0	7
compiler	48.0	8
diplomacy	71.0	9
beckon	47.0	6
derangement	71.0	11
paintwork	72.0	9
citadel	58.0	7
creditable	63.0	10
foamy	38.0	5
poultry	55.0	7
spackle	38.0	7
longshoreman	104.0	12
album	38.0	5
jackass	55.0	7
delightful	75.0	10
disinfection	70.0	12
dislocate	55.0	9
date	20.0	4
international	71.0	13
downfield	66.0	9
homegrown	72.0	9
unnamed	41.0	7
frequent	51.0	8
bodiless	54.0	8
furless	43.0	7
unpronounceable	119.0	15
lawsuit	57.0	7
vantage	47.0	7
hoarse	37.0	6
airhead	49.0	7
correspond	71.0	10
malignant	65.0	9
brewing	38.0	7
disordered	66.0	10
self	34.0	4
comics	38.0	6
twit	30.0	4
microbe	52.0	7
carriage	50.0	8
tussle	42.0	6
bruising	41.0	8
honest	38.0	6
structure	53.0	9
fiddlestick	92.0	11
anus	33.0	4
infringe	54.0	8
rousing	31.0	7
footing	30.0	7
interference	68.0	12
writer	35.0	6
lovelorn	66.0	8
graduate	52.0	8
rationality	53.0	11
reprint	47.0	7
petitioner	64.0	10
defrost	56.0	7
supportive	66.0	10
impossibility	85.0	13
music	39.0	5
endoplasmic	84.0	11
breastplate	92.0	11
kidnap	56.0	6
litigation	52.0	10
decadent	50.0	8
implementer	72.0	11
distinct	52.0	8
chanter	33.0	7
deceleration	61.0	12
crepe	36.0	5
nondisclosure	110.0	13
quite	35.0	5
bag	20.0	3
glittery	45.0	8
variant	43.0	7
chateau	50.0	7
haired	34.0	6
terror	45.0	6
sweatshop	68.0	9
flaccid	59.0	7
unmapped	46.0	8
bridegroom	97.0	10
chloroform	88.0	10
edible	50.0	6
embalm	55.0	6
voraciousness	77.0	13
cellar	38.0	6
reputed	38.0	7
penknife	68.0	8
communicability	105.0	15
mocker	30.0	6
roasted	34.0	7
vehicular	66.0	9
sweetener	53.0	9
starvation	61.0	10
disinfect	67.0	9
commercialization	111.0	17
helper	38.0	6
rundown	48.0	7
brainwave	66.0	9
unharnessed	70.0	11
stressful	71.0	9
speaker	38.0	7
anarchy	56.0	7
introspection	82.0	13
predominate	68.0	11
decommissioning	101.0	15
unconfined	60.0	10
extreme	53.0	7
inoculation	51.0	11
explainable	70.0	11
island	38.0	6
grandiosity	93.0	11
frontier	53.0	8
camelback	70.0	9
somebody	62.0	8
elevate	51.0	7
precarious	61.0	10
feature	42.0	7
cerebellum	84.0	10
wicking	34.0	7
depression	45.0	10
stretch	49.0	7
marital	47.0	7
rapper	24.0	6
mantle	37.0	6
negativism	72.0	10
tinfoil	59.0	7
phlegm	58.0	6
magnification	67.0	13
expressionless	88.0	14
suburb	51.0	6
outguess	58.0	8
independence	76.0	12
consumption	57.0	11
envision	51.0	8
hoodlum	58.0	7
competent	50.0	9
inconceivability	120.0	16
drip	32.0	4
tax	20.0	3
unhinge	53.0	7
iceboat	59.0	7
steroid	53.0	7
menacing	51.0	8
bigot	38.0	5
stricken	47.0	8
statehood	73.0	9
simple	32.0	6
worldview	79.0	9
version	41.0	7
precipitating	84.0	13
preposterous	92.0	12
flatulent	68.0	9
pipsqueak	85.0	9
sick	20.0	4
irresistibility	103.0	15
heretic	46.0	7
ache	29.0	4
whirlwind	70.0	9
mobilize	51.0	8
greenish	57.0	8
sexuality	56.0	9
rebate	34.0	6
greasiness	53.0	10
bail	20.0	4
bonbon	46.0	6
uprooted	53.0	8
traumatic	53.0	9
overprotect	78.0	11
cockroach	77.0	9
courteous	56.0	9
aspiration	54.0	10
viscous	51.0	7
drill	31.0	5
sugarplum	82.0	9
perkiness	58.0	9
leveraged	55.0	9
gateman	44.0	7
swordfish	69.0	9
placard	54.0	7
jokey	32.0	5
prevent	38.0	7
unconventionality	113.0	17
windfall	56.0	8
reorganization	73.0	14
diaper	38.0	6
marksmanship	86.0	12
chronometer	86.0	11
hotspot	49.0	7
deliver	38.0	7
headlock	51.0	8
playhouse	62.0	9
eyewitness	75.0	10
washwoman	74.0	9
adventuress	60.0	11
sequined	49.0	8
unrated	38.0	7
amaretto	75.0	8
lessen	36.0	6
exact	36.0	5
lubricator	66.0	10
hype	34.0	4
carnivore	70.0	9
quencher	50.0	8
feeder	36.0	6
coincident	55.0	10
doodler	37.0	7
logarithm	79.0	9
characterization	92.0	16
flinch	38.0	6
confession	47.0	10
commencement	90.0	12
alabaster	73.0	9
unwillingness	99.0	13
summertime	74.0	10
bagpiper	56.0	8
nightmare	61.0	9
buzzard	50.0	7
tarantula	74.0	9
primitive	62.0	9
scrutiny	59.0	8
descriptor	69.0	10
hookah	43.0	6
troop	36.0	5
digits	39.0	6
groundhog	66.0	9
felon	37.0	5
wistful	46.0	7
sailor	37.0	6
insomnia	69.0	8
metaphorical	82.0	12
shaman	37.0	6
penetrator	60.0	10
circa	38.0	5
intermittent	92.0	12
mountaintop	80.0	11
yoga	39.0	4
reparation	45.0	10
torrential	73.0	10
mange	28.0	5
gush	26.0	4
sleepwalker	78.0	11
bicultural	81.0	10
appalled	54.0	8
divining	47.0	8
manifold	62.0	8
foolishness	74.0	11
can	20.0	3
numerologist	76.0	12
revolve	34.0	7
thief	39.0	5
retrospective	80.0	13
ambassadorial	121.0	13
girdle	39.0	6
homebuilding	89.0	12
foreground	73.0	10
aboveground	92.0	11
poem	38.0	4
scorekeeper	69.0	11
hazardous	73.0	9
vodka	50.0	5
metamorphosis	99.0	13
coloration	55.0	10
manner	33.0	6
doorknocker	93.0	11
drainage	58.0	8
maximal	49.0	7
disintegration	75.0	14
doodad	51.0	6
devoid	48.0	6
femaleness	68.0	10
impassable	62.0	10
deprive	41.0	7
hunky	31.0	5
skincare	70.0	8
makeover	55.0	8
toucan	52.0	6
apprentice	70.0	10
crabby	38.0	6
necessary	70.0	9
voracious	57.0	9
inaugurate	66.0	10
putter	26.0	6
quack	37.0	5
me	20.0	2
outweigh	66.0	8
wardrobe	65.0	8
psych	38.0	5
oilpaper	61.0	8
transgender	63.0	11
nice	27.0	4
photosynthesize	123.0	15
upperclassman	111.0	13
pleated	37.0	7
adult	37.0	5
earmuff	69.0	7
lumbering	51.0	9
vocational	57.0	10
skilled	35.0	7
puffball	72.0	8
poolroom	67.0	8
stingy	35.0	6
irritating	54.0	10
brooch	39.0	6
cuttlefish	91.0	10
measurement	76.0	11
unquote	59.0	7
reenact	54.0	7
martial	50.0	7
critical	52.0	8
promptly	57.0	8
flakiness	57.0	9
rectum	48.0	6
legitimize	62.0	10
headquarter	76.0	11
choir	38.0	5
bootlace	55.0	8
holster	37.0	7
whorehouse	59.0	10
intellectualize	98.0	15
amiss	38.0	5
unindicted	65.0	10
commoner	44.0	8
every	36.0	5
detachable	65.0	10
inhabit	52.0	7
melancholia	85.0	11
forego	49.0	6
quartet	47.0	7
internship	76.0	10
overhanging	65.0	11
anorexic	64.0	8
sedimentary	72.0	11
locals	36.0	6
resentful	63.0	9
illusion	48.0	8
distrustful	79.0	11
flagman	50.0	7
judicial	61.0	8
sludge	35.0	6
interject	50.0	9
gainful	54.0	7
excavator	63.0	9
overspecialized	115.0	15
ocular	54.0	6
pacify	51.0	6
smooch	41.0	6
bullheadedness	115.0	14
liquidity	65.0	9
royalty	53.0	7
conscription	57.0	12
hydroponics	82.0	11
predicate	51.0	9
numerous	53.0	8
bro	28.0	3
cane	20.0	4
check	35.0	5
deceive	37.0	7
centipede	68.0	9
hump	23.0	4
oversimplify	104.0	12
theory	48.0	6
fruition	53.0	8
reasonable	52.0	10
campsite	55.0	8
relational	56.0	10
informality	64.0	11
confuse	44.0	7
compartment	64.0	11
colorfast	71.0	9
electrochemist	106.0	14
nut	20.0	3
skateboard	65.0	10
hydraulics	85.0	10
replication	52.0	11
dermatitis	79.0	10
egotistic	62.0	9
urinary	49.0	7
aggrieved	71.0	9
squirmy	46.0	7
chum	33.0	4
spinout	52.0	7
dwarf	39.0	5
awe	25.0	3
replica	51.0	7
guesser	44.0	7
armrest	49.0	7
appropriation	70.0	13
semantics	62.0	9
expressional	70.0	12
fillet	30.0	6
diagnosable	75.0	11
reborn	39.0	6
benchwarmer	92.0	11
exclamation	57.0	11
homepage	60.0	8
defense	44.0	7
speculation	57.0	11
unlearn	52.0	7
competition	58.0	11
store	24.0	5
malign	50.0	6
overbill	48.0	8
firebrand	68.0	9
firm	32.0	4
guideline	67.0	9
misuse	38.0	6
speller	35.0	7
skepticism	73.0	10
blockage	51.0	8
memo	32.0	4
squadron	65.0	8
dubious	56.0	7
vinyl	38.0	5
infamy	52.0	6
famed	23.0	5
foreboding	70.0	10
overwrite	51.0	9
valor	37.0	5
rupture	46.0	7
doorknob	75.0	8
ball	20.0	4
punctuate	60.0	9
hefty	38.0	5
unemployable	84.0	12
note	25.0	4
outrageous	68.0	10
exfoliating	74.0	11
solution	48.0	8
whiten	36.0	6
loco	29.0	4
scorch	40.0	6
impracticality	98.0	14
halogen	58.0	7
musicologist	73.0	12
beanstalk	76.0	9
baboon	43.0	6
oceanographer	89.0	13
newscast	65.0	8
dam	20.0	3
transplantation	95.0	15
teriyaki	79.0	8
customizer	67.0	10
subject	47.0	7
streak	36.0	6
envelop	59.0	7
clock	28.0	5
light	24.0	5
awkward	57.0	7
forevermore	92.0	11
fender	26.0	6
beaker	30.0	6
waffle	36.0	6
perceptive	51.0	10
preventative	74.0	12
laypeople	78.0	9
airfare	54.0	7
eye	20.0	3
placement	55.0	9
barefooted	76.0	10
biotech	56.0	7
delinquency	88.0	11
disembodiment	93.0	13
trouser	37.0	7
windbreaker	76.0	11
unguided	55.0	8
deadly	39.0	6
unsanctified	82.0	12
unreachable	55.0	11
squish	38.0	6
fireball	54.0	8
dawn	29.0	4
backdrop	58.0	8
trapdoor	72.0	8
payroll	52.0	7
illustrious	71.0	11
portrayer	59.0	9
nonperformance	119.0	14
activator	54.0	9
submissive	73.0	10
shamble	44.0	7
sputter	32.0	7
cheerless	56.0	9
certify	53.0	7
unfazed	46.0	7
decomposition	76.0	13
hexagonal	76.0	9
washboard	62.0	9
arouse	34.0	6
waxed	28.0	5
taster	25.0	6
rabbi	38.0	5
sneezer	37.0	7
ritualized	61.0	10
quake	39.0	5
sting	27.0	5
sell	20.0	4
shy	30.0	3
greenhouse	70.0	10
clueless	52.0	8
reverse	36.0	7
interweave	71.0	10
wither	32.0	6
satinwood	77.0	9
manhole	49.0	7
profitless	63.0	10
pallbearer	81.0	10
eclair	47.0	6
mighty	36.0	6
glamorous	62.0	9
prosper	38.0	7
propriety	62.0	9
thingamabob	106.0	11
inescapable	74.0	11
subhuman	63.0	8
own	28.0	3
forcible	54.0	8
just	28.0	4
outfit	46.0	6
seafood	57.0	7
counteraction	65.0	13
butternut	69.0	9
bedsore	56.0	7
lacerate	48.0	8
thoughtlessness	104.0	15
unsung	44.0	6
squabble	56.0	8
sectional	54.0	9
physics	53.0	7
unaffordable	85.0	12
sovereignty	87.0	11
uncharted	52.0	9
warped	35.0	6
must	21.0	4
immobile	56.0	8
disappointment	98.0	14
confectioner	64.0	12
newcomer	66.0	8
recast	38.0	6
pencil	48.0	6
cheery	36.0	6
rethink	49.0	7
bloomer	37.0	7
repose	37.0	6
spurn	35.0	5
earthen	47.0	7
partisan	50.0	8
sneeze	37.0	6
oozy	34.0	4
partiality	66.0	10
commandment	67.0	11
adrenalin	73.0	9
signify	55.0	7
rawness	43.0	7
casual	38.0	6
delineate	56.0	9
undeterred	60.0	10
proximity	67.0	9
flash	31.0	5
convenient	55.0	10
deniable	49.0	8
civic	37.0	5
saddlebag	68.0	9
someplace	69.0	9
lawful	49.0	6
syndication	64.0	11
prepackaged	77.0	11
intermarry	75.0	10
pyrotechnics	93.0	12
mop	20.0	3
axe	29.0	3
require	41.0	7
loot	20.0	4
similar	54.0	7
bronchitis	75.0	10
slur	30.0	4
sever	29.0	5
sniper	36.0	6
stereoscopic	87.0	12
discouraging	71.0	12
unintelligent	103.0	13
solvent	46.0	7
setup	37.0	5
flee	26.0	4
lunacy	55.0	6
neighborhood	93.0	12
mobster	37.0	7
grandchild	76.0	10
neckband	67.0	8
ability	45.0	7
farewell	56.0	8
semiskilled	94.0	11
beat	20.0	4
middleman	69.0	9
rhinestone	68.0	10
misconception	84.0	13
grayish	48.0	7
hardcopy	68.0	8
relativism	69.0	10
bodacious	61.0	9
pillow	35.0	6
legalistic	62.0	10
photographer	60.0	12
gangrenous	79.0	10
incompetency	75.0	12
tantamount	86.0	10
terrain	48.0	7
confluence	63.0	10
caster	28.0	6
incalculable	79.0	12
reinitiate	65.0	10
bustle	36.0	6
everything	75.0	10
disapprove	65.0	10
sculptor	54.0	8
personalize	57.0	11
contour	48.0	7
widescreen	79.0	10
midair	58.0	6
pincushion	69.0	10
nor	20.0	3
palsy	35.0	5
godly	39.0	5
gravelly	55.0	8
hipness	46.0	7
causer	34.0	6
out	20.0	3
freebie	52.0	7
childishness	88.0	12
skirmish	62.0	8
shampoo	57.0	7
errant	38.0	6
eater	22.0	5
seaweed	51.0	7
unsympathetic	109.0	13
skinny	38.0	6
quarterback	72.0	11
senselessness	74.0	13
colorless	54.0	9
export	37.0	6
overflow	54.0	8
outgrow	49.0	7
analogue	51.0	8
snivel	41.0	6
car	20.0	3
sway	28.0	4
reproducible	85.0	12
steward	49.0	7
sketchpad	73.0	9
ignition	57.0	8
vision	38.0	6
thimble	48.0	7
unendurable	73.0	11
continuous	58.0	10
eyesight	67.0	8
conducive	58.0	9
thunderstruck	104.0	13
lackluster	75.0	10
welder	33.0	6
daze	27.0	4
recant	38.0	6
inattentive	73.0	11
oaf	26.0	3
quantitative	95.0	12
resuscitator	88.0	12
catcher	32.0	7
aware	38.0	5
eyestrain	71.0	9
albino	55.0	6
generosity	77.0	10
revel	32.0	5
songbook	66.0	8
fluff	37.0	5
unlisted	43.0	8
spaceport	74.0	9
sexless	47.0	7
kill	20.0	4
motocross	77.0	9
shine	23.0	5
emblem	53.0	6
terminate	46.0	9
repressiveness	80.0	14
skinhead	55.0	8
optical	49.0	7
chin	28.0	4
whack	34.0	5
associate	63.0	9
server	34.0	6
autocratic	69.0	10
knotty	43.0	6
tsunami	69.0	7
unwire	38.0	6
polyester	58.0	9
mouthy	37.0	6
middleweight	110.0	12
tool	24.0	4
foxhound	64.0	8
foregone	55.0	8
invasive	57.0	8
dimpled	37.0	7
percentage	68.0	10
eject	34.0	5
culinary	58.0	8
avocado	60.0	7
rend	25.0	4
lasso	36.0	5
chamber	38.0	7
leggings	44.0	8
undistinguished	103.0	15
envious	53.0	7
concoct	49.0	7
discourse	55.0	9
congregate	65.0	10
longship	62.0	8
hypercritical	102.0	13
stomach	56.0	7
northernmost	87.0	12
inexistence	73.0	11
preliminary	87.0	11
flawed	34.0	6
credence	54.0	8
salvation	56.0	9
veneer	37.0	6
hunt	23.0	4
crasher	34.0	7
handprint	63.0	9
peanut	48.0	6
solve	35.0	5
hardboiled	74.0	10
foulness	54.0	8
undesirable	60.0	11
exuberant	75.0	9
melancholic	84.0	11
scuba	40.0	5
absorption	59.0	10
steel	34.0	5
pyrotechnic	89.0	11
gangly	38.0	6
add	31.0	3
herself	56.0	7
burly	33.0	5
enumerate	67.0	9
incisor	55.0	7
bunkhouse	61.0	9
resume	36.0	6
rally	30.0	5
balloon	38.0	7
satiric	54.0	7
caffeine	58.0	8
dismissal	66.0	9
tenor	37.0	5
televangelist	100.0	13
omnipotent	82.0	10
takeaway	68.0	8
trustable	58.0	9
charming	36.0	8
noontime	59.0	8
overturn	52.0	8
renegotiate	75.0	11
repeat	35.0	6
enroll	43.0	6
unchallenging	98.0	13
improvisational	108.0	15
alone	35.0	5
laminated	50.0	9
chestnut	71.0	8
grueling	43.0	8
outthink	58.0	8
dryer	37.0	5
liposuction	85.0	11
doer	30.0	4
inverse	41.0	7
entomologist	78.0	12
uncouth	57.0	7
breakout	54.0	8
distract	47.0	8
fragile	53.0	7
posttraumatic	113.0	13
southerly	62.0	9
probe	32.0	5
excretion	54.0	9
indefinite	67.0	10
intercourse	75.0	11
joke	25.0	4
reddish	53.0	7
prefrontal	76.0	10
facility	51.0	8
admirable	52.0	9
instantly	54.0	9
crock	29.0	5
directorship	86.0	12
glitch	39.0	6
cloudless	53.0	9
unsustainable	84.0	13
pastime	44.0	7
creative	45.0	8
committee	55.0	9
involve	49.0	7
breadfruit	88.0	10
furnish	48.0	7
posthumous	82.0	10
flamboyance	92.0	11
likability	54.0	10
pungent	53.0	7
faint	32.0	5
organization	58.0	12
seek	24.0	4
stringy	36.0	7
converter	45.0	9
condo	31.0	5
outbreak	64.0	8
shipmate	58.0	8
housemaster	71.0	11
transfer	55.0	8
hangman	49.0	7
identity	56.0	8
chagrined	58.0	9
baptizer	54.0	8
psychosomatic	94.0	13
veiled	40.0	6
defrauder	65.0	9
baseless	39.0	8
stableman	68.0	9
worm	29.0	4
accomplish	70.0	10
prudent	42.0	7
alleviate	62.0	9
zinc	37.0	4
synagogue	76.0	9
renewal	46.0	7
ricotta	58.0	7
informant	57.0	9
unfit	36.0	5
gallery	39.0	7
extrusion	56.0	9
sugarcane	76.0	9
collect	49.0	7
outspokenness	117.0	13
subroutine	75.0	10
poke	20.0	4
trusty	37.0	6
bluebird	59.0	8
wearable	50.0	8
ballroom	54.0	8
longbow	59.0	7
salmonella	96.0	10
shockproof	85.0	10
guardrail	72.0	9
renew	39.0	5
unreinforced	85.0	12
reformulate	73.0	11
shorten	37.0	7
monologue	75.0	9
reef	33.0	4
psychiatric	76.0	11
product	49.0	7
coding	33.0	6
institutionalization	141.0	20
decease	45.0	7
hardcover	64.0	9
mutate	38.0	6
per	20.0	3
malnourishment	109.0	14
jellyfish	75.0	9
ruthless	55.0	8
unattended	58.0	10
throbbing	56.0	9
antitrust	78.0	9
handbook	57.0	8
horribleness	89.0	12
curtailment	80.0	11
ripen	35.0	5
reflective	50.0	10
pedantic	57.0	8
consciousness	73.0	13
colleague	67.0	9
mealtime	55.0	8
uncontrolled	82.0	12
provocation	56.0	11
comprehend	64.0	10
increment	52.0	9
endorsement	70.0	11
attachment	62.0	10
inspire	47.0	7
wilt	25.0	4
wigwam	57.0	6
inadmissible	81.0	12
blueness	55.0	8
gentlefolk	85.0	10
lionhearted	73.0	11
captivity	60.0	9
restless	47.0	8
morsel	38.0	6
sling	29.0	5
saloonkeeper	98.0	12
thyroid	59.0	7
maypole	57.0	7
open	34.0	4
guacamole	89.0	9
pneumonic	67.0	9
reenlist	56.0	8
building	39.0	8
vagina	38.0	6
conditional	61.0	11
shade	30.0	5
likeability	71.0	11
mistranslation	96.0	14
milk	29.0	4
etiquette	69.0	9
mitigating	55.0	10
spin	30.0	4
hothead	40.0	7
toilet	36.0	6
spectrogram	82.0	11
marionette	74.0	10
smorgasbord	116.0	11
avail	39.0	5
ground	36.0	6
suburbia	73.0	8
uproar	57.0	6
shrink	34.0	6
attire	39.0	6
contaminative	78.0	13
suntanned	59.0	9
testify	51.0	7
bidding	32.0	7
pot	20.0	3
sewage	46.0	6
recapitalize	76.0	12
bus	20.0	3
pardonable	68.0	10
autopilot	78.0	9
archetypal	86.0	10
unconstitutional	95.0	16
weightlessness	90.0	14
reacquainted	78.0	12
complicated	53.0	11
refocus	57.0	7
bygone	52.0	6
grid	29.0	4
bankrupt	66.0	8
breakaway	76.0	9
bitch	26.0	5
headquarters	78.0	12
itemized	56.0	8
renewed	39.0	7
watchful	59.0	8
trivia	54.0	6
smut	35.0	4
mainframe	74.0	9
torrid	42.0	6
reactant	56.0	8
biographer	69.0	10
paycheck	56.0	8
bodyguard	76.0	9
horrid	39.0	6
eulogy	55.0	6
permanence	65.0	10
knickers	35.0	8
pixel	39.0	5
riffle	36.0	6
insurgence	61.0	10
littleness	65.0	10
dockside	55.0	8
horse	23.0	5
spend	34.0	5
outrank	46.0	7
exceptional	71.0	11
landscape	62.0	9
crybaby	59.0	7
emancipate	69.0	10
evangelical	80.0	11
unoriginal	72.0	10
neuropathy	79.0	10
odds	37.0	4
divorce	50.0	7
instrumental	83.0	12
decor	38.0	5
vinaigrette	99.0	11
episode	54.0	7
captor	38.0	6
judgeship	77.0	9
childbirth	92.0	10
religion	54.0	8
kumquat	70.0	7
starve	36.0	6
astonishment	85.0	12
affix	48.0	5
presumption	65.0	11
shoplifter	68.0	10
obedient	67.0	8
clarity	47.0	7
hardworking	78.0	11
boots	20.0	5
introspect	72.0	10
wheelbase	73.0	9
prodigal	63.0	8
machination	65.0	11
fondue	44.0	6
rooster	32.0	7
river	27.0	5
anointed	54.0	8
topography	59.0	10
suborbital	74.0	10
unremarkable	73.0	12
rehearse	49.0	8
eardrum	57.0	7
malformed	68.0	9
latchkey	55.0	8
boilerplate	96.0	11
robotic	56.0	7
infuser	47.0	7
illuminate	59.0	10
mandatory	63.0	9
gelatin	50.0	7
heartburn	71.0	9
shriek	38.0	6
waive	34.0	5
hobby	33.0	5
cradle	38.0	6
pallet	33.0	6
audiotape	76.0	9
prompter	47.0	8
perjurer	50.0	8
bug	20.0	3
slumber	37.0	7
convoy	47.0	6
homosexuality	104.0	13
hickey	33.0	6
limited	43.0	7
staple	35.0	6
guava	42.0	5
insertion	46.0	9
automatic	47.0	9
prudery	50.0	7
deceitfulness	94.0	13
threshing	55.0	9
repairable	59.0	10
chivalry	65.0	8
noblewoman	83.0	10
chase	29.0	5
endurance	63.0	9
painstaking	74.0	11
textbook	70.0	8
ordain	47.0	6
monosyllable	93.0	12
centrifuge	74.0	10
sportswear	77.0	10
endocrine	63.0	9
pictograph	55.0	10
oxygenate	71.0	9
helium	46.0	6
lymphoma	68.0	8
leathery	38.0	8
overemotional	101.0	13
lunge	31.0	5
glandular	75.0	9
hooky	27.0	5
write	29.0	5
emotion	41.0	7
pianist	55.0	7
statistical	70.0	11
livable	37.0	7
resuscitation	72.0	13
continuation	64.0	12
knocker	36.0	7
aviation	47.0	8
positivity	70.0	10
parishioner	85.0	11
spotter	34.0	7
refrigerant	84.0	11
kidder	36.0	6
utmost	55.0	6
fragmentation	75.0	13
overtime	48.0	8
sofa	35.0	4
mudslinger	67.0	10
proclaim	58.0	8
scanner	36.0	7
hill	20.0	4
turnabout	69.0	9
scissor	58.0	7
tentative	59.0	9
ideal	36.0	5
deface	38.0	6
indecision	64.0	10
rewrap	52.0	6
deluge	37.0	6
moth	26.0	4
refrigerator	81.0	12
radicalism	64.0	10
escape	38.0	6
sorcerer	54.0	8
shoemaker	57.0	9
nudity	46.0	6
quest	37.0	5
beekeeping	72.0	10
outfield	58.0	8
hesitancy	66.0	9
runaway	54.0	7
basketful	63.0	9
ploy	31.0	4
foam	32.0	4
reassessment	83.0	12
cowl	27.0	4
centripetal	89.0	11
respective	54.0	10
alternation	51.0	11
aftertaste	75.0	10
cellblock	74.0	9
thence	39.0	6
angry	40.0	5
symmetrical	82.0	11
reconvict	67.0	9
push	24.0	4
unsocial	64.0	8
tinkling	35.0	8
pocket	33.0	6
madhouse	57.0	8
achieve	51.0	7
dildo	39.0	5
gape	25.0	4
petite	38.0	6
sentencing	60.0	10
earring	31.0	7
inkless	42.0	7
slaughterhouse	100.0	14
cousinhood	92.0	10
uninsured	56.0	9
communism	52.0	9
gazer	35.0	5
hemp	30.0	4
squelching	61.0	10
exponent	56.0	8
underprivileged	126.0	15
personal	38.0	8
hoot	20.0	4
treelike	57.0	8
tonsillectomy	113.0	13
lowland	50.0	7
current	48.0	7
semicircle	84.0	10
sunflower	66.0	9
townsfolk	77.0	9
jaw	22.0	3
nonphysical	84.0	11
cauterize	62.0	9
underbelly	73.0	10
mudslinging	74.0	11
desperate	55.0	9
commutable	62.0	10
cutback	53.0	7
statehouse	67.0	10
import	40.0	6
gruesomeness	91.0	12
firefight	53.0	9
alkaloid	71.0	8
claim	38.0	5
audio	40.0	5
ozone	39.0	5
cattiness	55.0	9
bittersweet	93.0	11
cattle	33.0	6
guardsman	64.0	9
sulphuric	74.0	9
dexterous	63.0	9
jeopardy	68.0	8
noteworthy	92.0	10
postoperative	87.0	13
snowplow	74.0	8
equation	52.0	8
cataclysm	67.0	9
deflector	46.0	9
racial	38.0	6
disjointed	61.0	10
homemaker	59.0	9
performance	76.0	11
kind	23.0	4
prim	28.0	4
uncorrupted	72.0	11
immorality	62.0	10
hostile	44.0	7
shrewd	37.0	6
centerpiece	75.0	11
extraneous	76.0	10
sanitarium	64.0	10
indictment	61.0	10
crossness	52.0	9
untidiness	70.0	10
autobiographer	98.0	14
billowy	41.0	7
groovy	39.0	6
untruth	55.0	7
sushi	40.0	5
legislate	63.0	9
ritualize	58.0	9
