Word	OLD20	len
jokester	53.0	8
luxury	58.0	6
workability	72.0	11
flowering	49.0	9
humungous	74.0	9
hang	20.0	4
standoffish	89.0	11
dojo	35.0	4
slipknot	73.0	8
coleslaw	76.0	8
fertilizer	58.0	10
porcupine	73.0	9
headwear	56.0	8
funeral	49.0	7
midday	42.0	6
impermeable	71.0	11
cancerous	57.0	9
outhouse	50.0	8
uncoordinated	88.0	13
airlift	55.0	7
dishtowel	74.0	9
seagoing	50.0	8
cohesive	62.0	8
reportable	54.0	10
sternness	59.0	9
prominent	55.0	9
technology	70.0	10
internment	56.0	10
midrange	59.0	8
retire	31.0	6
gamut	40.0	5
sizable	41.0	7
shocking	34.0	8
bandanna	54.0	8
thermos	49.0	7
civil	38.0	5
imperceptibility	116.0	16
baseboard	54.0	9
reseal	35.0	6
glorification	66.0	13
causal	38.0	6
gunnysack	89.0	9
radioactivity	109.0	13
weave	33.0	5
genealogist	79.0	11
filer	25.0	5
rite	20.0	4
usual	45.0	5
howsoever	68.0	9
nozzle	39.0	6
polytheist	81.0	10
reasoning	54.0	9
titillation	68.0	11
zodiacal	69.0	8
unadvised	63.0	9
vague	35.0	5
chipmunk	71.0	8
undue	39.0	5
immodest	56.0	8
developmental	91.0	13
fixate	43.0	6
estrange	52.0	8
vegetarian	72.0	10
downsize	55.0	8
overwhelm	68.0	9
scene	37.0	5
pending	28.0	7
stimulating	57.0	11
psychosis	64.0	9
egotistical	82.0	11
concordance	76.0	11
rock	22.0	4
yogurt	49.0	6
enablement	66.0	10
emasculated	61.0	11
businessman	82.0	11
bargainer	57.0	9
rainfall	63.0	8
tunic	36.0	5
ejector	39.0	7
unceasing	52.0	9
daycare	57.0	7
nonsmoking	76.0	10
neck	31.0	4
instability	68.0	11
skew	32.0	4
necromancy	82.0	10
caustic	54.0	7
homeless	45.0	8
reflux	54.0	6
brain	30.0	5
shimmery	44.0	8
pinnacle	51.0	8
metacarpal	85.0	10
sweatshirt	72.0	10
cry	29.0	3
abandonment	84.0	11
overhaul	54.0	8
dictatorial	75.0	11
pendulous	68.0	9
case	20.0	4
recommit	60.0	8
radial	36.0	6
pelvis	42.0	6
drag	29.0	4
playpen	54.0	7
proportional	64.0	12
burglary	56.0	8
nuke	31.0	4
inmate	38.0	6
court	38.0	5
delete	37.0	6
leftist	55.0	7
starving	36.0	8
turbulent	70.0	9
unease	38.0	6
underestimate	82.0	13
reductionist	74.0	12
deodorant	73.0	9
undamaged	59.0	9
outspend	60.0	8
burglarize	74.0	10
numerator	62.0	9
funding	36.0	7
chalice	52.0	7
rebuke	37.0	6
explore	42.0	7
appreciable	69.0	11
moronic	52.0	7
vaccinate	56.0	9
afoot	39.0	5
fulfill	53.0	7
escapism	63.0	8
avoidable	56.0	9
cool	23.0	4
assorted	48.0	8
cheese	37.0	6
study	37.0	5
mouth	32.0	5
author	46.0	6
riboflavin	100.0	10
adolescence	76.0	11
skull	35.0	5
exuberance	77.0	10
elevation	52.0	9
rubbery	43.0	7
moonshiner	72.0	10
paranormal	73.0	10
busybody	72.0	8
member	38.0	6
martini	41.0	7
unite	36.0	5
infielder	64.0	9
aggressor	62.0	9
affectation	68.0	11
hive	22.0	4
techno	56.0	6
invert	35.0	6
parallel	55.0	8
rumba	38.0	5
carouse	39.0	7
horsepower	78.0	10
chinless	50.0	8
yellowing	49.0	9
tackle	35.0	6
boiler	34.0	6
shitty	36.0	6
miraculous	74.0	10
tramp	31.0	5
coupler	35.0	7
cabbie	38.0	6
amperage	59.0	8
observance	70.0	10
corrode	54.0	7
hijacker	52.0	8
nonstandard	93.0	11
indigent	51.0	8
bigness	48.0	7
borderline	66.0	10
apnea	44.0	5
elaborate	60.0	9
taskmaster	72.0	10
unrelated	48.0	9
pedicure	56.0	8
strangle	37.0	8
blurriness	67.0	10
hydro	52.0	5
dim	20.0	3
supervision	67.0	11
selective	49.0	9
reflexology	96.0	11
tent	20.0	4
wheeze	39.0	6
billboard	62.0	9
vengeance	75.0	9
brandy	37.0	6
catalogue	54.0	9
vegan	38.0	5
paste	22.0	5
throw	33.0	5
lineup	41.0	6
ultraviolet	99.0	11
preeminent	69.0	10
anomaly	58.0	7
injunctive	66.0	10
bewitch	54.0	7
pushup	51.0	6
supposed	48.0	8
houseful	54.0	8
leave	28.0	5
steep	32.0	5
cripple	36.0	7
weeping	32.0	7
doomsayer	75.0	9
ganja	40.0	5
porthole	48.0	8
rabbit	34.0	6
erratic	58.0	7
gripper	36.0	7
drawing	37.0	7
rebellion	56.0	9
unplanned	58.0	9
obstruction	57.0	11
telephonic	64.0	10
gumbo	36.0	5
condone	37.0	7
bleat	31.0	5
churchgoing	81.0	11
privy	39.0	5
driver	31.0	6
painless	43.0	8
pollute	48.0	7
back	20.0	4
discuss	48.0	7
mortality	49.0	9
warden	36.0	6
evasiveness	73.0	11
heft	32.0	4
tidbit	54.0	6
diaphragm	72.0	9
depot	36.0	5
bookless	44.0	8
leak	26.0	4
suds	25.0	4
rattler	33.0	7
smear	35.0	5
orator	38.0	6
immaculate	72.0	10
snowbound	67.0	9
distortion	56.0	10
agonizing	58.0	9
handrail	56.0	8
pry	25.0	3
grape	28.0	5
monograph	54.0	9
tamperproof	98.0	11
bloom	33.0	5
softball	55.0	8
vowel	34.0	5
southeasterly	90.0	13
intuition	53.0	9
optimize	63.0	8
religionist	76.0	11
computational	73.0	13
epidermal	68.0	9
feudal	49.0	6
resign	36.0	6
hokey	29.0	5
skylight	55.0	8
cryptographer	84.0	13
altruistic	73.0	10
cream	32.0	5
rewriter	52.0	8
pubic	37.0	5
melancholy	83.0	10
docudrama	89.0	9
haircutting	79.0	11
mantel	40.0	6
slaw	28.0	4
runabout	62.0	8
ransom	45.0	6
feud	35.0	4
fiesta	38.0	6
stub	32.0	4
foreword	45.0	8
momentum	62.0	8
cutlery	39.0	7
blackhead	51.0	9
shitload	63.0	8
care	20.0	4
beetle	38.0	6
architect	71.0	9
destitution	60.0	11
eel	20.0	3
youngish	57.0	8
dial	32.0	4
tuna	34.0	4
remarry	57.0	7
seismometer	84.0	11
move	20.0	4
behave	37.0	6
sake	20.0	4
education	45.0	9
barbershop	83.0	10
reroute	42.0	7
periodical	66.0	10
witch	22.0	5
backstab	56.0	8
unalike	56.0	7
illustrate	63.0	10
ignorance	65.0	9
awakening	56.0	9
masculinity	90.0	11
typhoid	58.0	7
directive	53.0	9
beak	27.0	4
nip	21.0	3
permeate	55.0	8
recondition	60.0	11
chrome	39.0	6
alertness	56.0	9
grandfather	71.0	11
antigravity	93.0	11
swiftness	54.0	9
recite	37.0	6
starless	39.0	8
under	36.0	5
seepage	55.0	7
safflower	66.0	9
amaze	37.0	5
evolutional	65.0	11
courtship	71.0	9
strong	36.0	6
aural	35.0	5
unswerving	58.0	10
evaporator	67.0	10
infidelity	73.0	10
ruckus	39.0	6
crooner	38.0	7
fermentation	65.0	12
synaptic	59.0	8
rating	21.0	6
projecting	49.0	10
alchemy	59.0	7
envy	39.0	4
liberating	53.0	10
moldy	33.0	5
excommunication	74.0	15
bum	20.0	3
water	23.0	5
recede	36.0	6
proxy	37.0	5
overbearing	55.0	11
unhealthy	68.0	9
adaption	52.0	8
orphanage	73.0	9
hound	32.0	5
unseasonable	66.0	12
crematory	55.0	9
residual	56.0	8
leaper	32.0	6
retaliatory	73.0	11
refundable	67.0	10
fruit	37.0	5
deaf	34.0	4
artsy	38.0	5
cosign	44.0	6
nymph	47.0	5
rigor	37.0	5
desperation	57.0	11
precondition	63.0	12
fibrous	53.0	7
inbred	41.0	6
metalworker	90.0	11
glasshouse	73.0	10
matador	58.0	7
fatness	38.0	7
drippy	39.0	6
modularity	68.0	10
appointee	64.0	9
blockade	50.0	8
loft	29.0	4
nonexistent	86.0	11
lure	22.0	4
unschooled	72.0	10
prenatal	57.0	8
curl	26.0	4
oar	20.0	3
bashfulness	68.0	11
countryside	79.0	11
bottle	33.0	6
checkmark	75.0	9
ecstatic	64.0	8
shutout	52.0	7
shuffler	42.0	8
satisfied	58.0	9
bearish	48.0	7
southeast	60.0	9
blandness	48.0	9
unopened	56.0	8
causation	53.0	9
suggest	51.0	7
advantage	67.0	9
combatant	65.0	9
redesign	58.0	8
fad	20.0	3
moment	37.0	6
drawer	39.0	6
rotate	37.0	6
escalator	58.0	9
grandmother	81.0	11
theological	56.0	11
methodological	84.0	14
barrette	54.0	8
hardball	55.0	8
lockjaw	60.0	7
locksmith	72.0	9
introvert	70.0	9
seductress	74.0	10
bolt	25.0	4
unexposed	54.0	9
underwriter	63.0	11
navigation	55.0	10
lemony	49.0	6
reinterpretation	99.0	16
quietness	56.0	9
absentee	55.0	8
intensive	52.0	9
crumb	37.0	5
estimate	51.0	8
corrosive	65.0	9
pushy	32.0	5
vacation	40.0	8
invalidation	70.0	12
tequila	55.0	7
refined	33.0	7
capitalization	73.0	14
dissipation	62.0	11
innovation	52.0	10
loin	32.0	4
of	20.0	2
unblessed	54.0	9
characterize	76.0	12
wiper	30.0	5
malevolent	90.0	10
applicability	90.0	13
rededication	62.0	12
mathematician	100.0	13
untalented	61.0	10
bruise	37.0	6
dormancy	58.0	8
unafraid	69.0	8
speechmaking	84.0	12
expressionist	64.0	13
concerted	37.0	9
violate	44.0	7
pluck	32.0	5
sooth	33.0	5
sneer	36.0	5
disclaim	60.0	8
heartfelt	66.0	9
rainstorm	65.0	9
peso	35.0	4
antiviral	74.0	9
scent	32.0	5
cheesy	37.0	6
mouthwash	76.0	9
satisfy	57.0	7
hieroglyphic	95.0	12
executor	52.0	8
frilly	37.0	6
sketcher	48.0	8
watertight	78.0	10
watery	36.0	6
superlative	71.0	11
exploitive	64.0	10
relatable	50.0	9
waterproofing	98.0	13
simplicity	66.0	10
cooperate	50.0	9
dismantle	61.0	9
ironclad	73.0	8
giblet	36.0	6
aneurism	64.0	8
letdown	54.0	7
fend	22.0	4
imprudent	65.0	9
volleyball	97.0	10
particulars	65.0	11
unreality	66.0	9
gratification	59.0	13
stepmother	70.0	10
seabed	36.0	6
paintbox	61.0	8
ingenuity	61.0	9
hay	20.0	3
thicket	35.0	7
greeting	40.0	8
riveter	52.0	7
coveted	39.0	7
statuette	67.0	9
creep	37.0	5
forbear	47.0	7
significance	92.0	12
excitation	52.0	10
sleeve	38.0	6
ceaseless	53.0	9
indelible	60.0	9
correctional	74.0	12
sherbet	54.0	7
semiautomatic	107.0	13
reachable	53.0	9
decaying	40.0	8
thickener	54.0	9
unexcelled	70.0	10
shortsightedness	127.0	16
schooling	49.0	9
icepick	60.0	7
gizzard	52.0	7
sportscaster	90.0	12
inflammation	73.0	12
negligible	76.0	10
swaddling	50.0	9
psychophysiology	134.0	16
fruitful	57.0	8
homebody	55.0	8
danceable	64.0	9
degradation	62.0	11
unhallowed	61.0	10
vacuum	55.0	6
glorious	57.0	8
believe	35.0	7
devastating	61.0	11
barometric	71.0	10
bulletin	54.0	8
outside	36.0	7
conduct	47.0	7
feedbag	57.0	7
mystify	53.0	7
readjust	57.0	8
treasurer	50.0	9
dumbwaiter	86.0	10
counsel	47.0	7
acceptance	71.0	10
block	33.0	5
metabolite	58.0	10
shipshape	79.0	9
lip	20.0	3
ice	21.0	3
handler	32.0	7
pup	20.0	3
vascular	57.0	8
mob	20.0	3
originally	60.0	10
shorthand	61.0	9
condense	48.0	8
prickly	40.0	7
diamondback	99.0	11
diner	25.0	5
happen	38.0	6
sufferer	53.0	8
sexual	50.0	6
presoak	59.0	7
implication	52.0	11
terrified	52.0	9
tallness	45.0	8
scoundrel	71.0	9
playgirl	73.0	8
evolutionary	69.0	12
stairs	36.0	6
seasick	59.0	7
artificial	75.0	10
poplar	45.0	6
ivory	40.0	5
wavelength	92.0	10
whodunit	74.0	8
herd	24.0	4
psycho	49.0	6
dimple	34.0	6
winterize	61.0	9
stone	31.0	5
demoralize	49.0	10
impediment	62.0	10
lair	26.0	4
solvency	57.0	8
moon	20.0	4
external	53.0	8
pulse	36.0	5
restraint	49.0	9
borrow	35.0	6
permanent	58.0	9
doorstep	60.0	8
invisible	53.0	9
hoodwink	59.0	8
climactic	73.0	9
fin	20.0	3
vomit	38.0	5
deforestation	76.0	13
radiant	49.0	7
wadding	32.0	7
cameraman	71.0	9
wrangler	39.0	8
relaxer	42.0	7
infestation	58.0	11
nod	20.0	3
butchery	47.0	8
perceptiveness	91.0	14
legalization	61.0	12
scour	37.0	5
henhouse	55.0	8
absolve	51.0	7
gourd	39.0	5
facilitation	71.0	12
interception	51.0	12
website	58.0	7
blind	32.0	5
revenge	49.0	7
upsides	49.0	7
cusp	37.0	4
canine	38.0	6
chicken	38.0	7
executive	54.0	9
surfer	36.0	6
again	38.0	5
hydrate	51.0	7
extravaganza	99.0	12
tawdry	56.0	6
braveness	58.0	9
arraign	58.0	7
wobble	32.0	6
whiskbroom	93.0	10
twirler	46.0	7
bigheaded	54.0	9
shingle	37.0	7
godsend	56.0	7
undercut	54.0	8
blackout	56.0	8
visualization	66.0	13
sag	20.0	3
wormhole	55.0	8
revulsion	52.0	9
thumb	38.0	5
wail	21.0	4
straightedge	77.0	12
westernization	89.0	14
impure	39.0	6
generate	40.0	8
rename	39.0	6
luminous	53.0	8
reburial	56.0	8
gluten	41.0	6
boundary	57.0	8
watchmaker	70.0	10
splashy	50.0	7
funds	34.0	5
farming	33.0	7
zealot	54.0	6
repetitive	68.0	10
acoustical	71.0	10
investor	47.0	8
tread	31.0	5
plane	28.0	5
soda	31.0	4
mug	20.0	3
unsuited	48.0	8
wildflower	69.0	10
showboat	59.0	8
annexation	67.0	10
indigestible	84.0	12
airship	52.0	7
fader	31.0	5
housemate	59.0	9
after	35.0	5
inhuman	53.0	7
freshman	54.0	8
labor	37.0	5
loner	26.0	5
trapeze	58.0	7
predator	47.0	8
balance	42.0	7
benediction	70.0	11
smoothness	61.0	10
braid	33.0	5
guitar	52.0	6
powdery	44.0	7
suffix	49.0	6
timbre	39.0	6
decongestant	91.0	12
legroom	57.0	7
curricular	68.0	10
paleontology	82.0	12
shrub	37.0	5
mister	33.0	6
corpse	38.0	6
wavy	32.0	4
alcoholic	70.0	9
conceit	36.0	7
petroleum	75.0	9
snare	30.0	5
undrinkable	62.0	11
fritter	36.0	7
mongoose	63.0	8
servitude	70.0	9
property	52.0	8
type	32.0	4
horrendous	79.0	10
sainthood	75.0	9
brat	23.0	4
rejoice	52.0	7
dot	20.0	3
stupefy	57.0	7
burn	24.0	4
shortcut	56.0	8
dynamic	53.0	7
final	38.0	5
truthfulness	77.0	12
pier	29.0	4
campaigner	64.0	10
knowable	58.0	8
festivity	60.0	9
shipboard	60.0	9
ramble	33.0	6
hammock	51.0	7
lumbar	43.0	6
gentility	56.0	9
fur	21.0	3
anyone	48.0	6
complacent	59.0	10
entitlement	69.0	11
quarantine	70.0	10
expedient	59.0	9
cubby	34.0	5
predatory	55.0	9
thrash	43.0	6
subspecialty	97.0	12
pharmaceutical	105.0	14
drop	33.0	4
justify	54.0	7
staunch	48.0	7
pedometer	61.0	9
unhelpful	83.0	9
blog	30.0	4
graphic	52.0	7
unbreakable	58.0	11
sewing	29.0	6
legalist	50.0	8
cleaner	33.0	7
footer	33.0	6
heathenism	76.0	10
sumo	35.0	4
backwards	51.0	9
karma	38.0	5
easel	35.0	5
blowup	51.0	6
theorist	53.0	8
roofline	57.0	8
confidential	74.0	12
immutable	61.0	9
doozy	36.0	5
faintness	53.0	9
syrup	37.0	5
erasure	51.0	7
revolver	39.0	8
zirconium	74.0	9
characteristic	86.0	14
paperhanger	92.0	11
painting	33.0	8
chemotherapeutic	157.0	16
fishtail	64.0	8
melee	40.0	5
perforate	54.0	9
cheesecloth	107.0	11
professorship	103.0	13
demilitarized	83.0	13
speech	42.0	6
damp	26.0	4
stigmatic	58.0	9
unconstitutionality	127.0	19
hobbyhorse	94.0	10
bushy	31.0	5
undress	42.0	7
exclamatory	75.0	11
redecorate	64.0	10
eulogize	68.0	8
humiliation	63.0	11
housewife	69.0	9
gawkiness	58.0	9
debater	36.0	7
nostalgia	80.0	9
placate	49.0	7
parent	36.0	6
cubicle	50.0	7
tasty	31.0	5
unpretending	75.0	12
astrophysics	86.0	12
fictional	54.0	9
highwayman	88.0	10
sitter	23.0	6
unionism	58.0	8
reclaim	49.0	7
deadline	46.0	8
collarless	67.0	10
inoculate	55.0	9
overenthusiastic	140.0	16
treasure	46.0	8
monstrous	61.0	9
bounding	31.0	8
parting	27.0	7
luau	39.0	4
lighting	31.0	8
nonreligious	91.0	12
accrue	52.0	6
round	28.0	5
unconfused	66.0	10
groan	36.0	5
unspoken	55.0	8
alley	34.0	5
lurk	30.0	4
nautical	58.0	8
bin	20.0	3
gooseberry	86.0	10
mourning	39.0	8
visceral	64.0	8
clubfoot	79.0	8
lunch	34.0	5
proverbial	72.0	10
wring	33.0	5
licensee	51.0	8
neediness	55.0	9
dogsled	44.0	7
modernism	66.0	9
trilingual	77.0	10
flip	31.0	4
demonstrable	76.0	12
stockpile	67.0	9
nurture	47.0	7
loss	20.0	4
weekly	42.0	6
splint	36.0	6
respond	48.0	7
dyslexia	71.0	8
gleam	37.0	5
snuff	35.0	5
nostril	57.0	7
speechless	73.0	10
meaningfulness	104.0	14
tendency	56.0	8
luminescence	82.0	12
luxuriousness	91.0	13
prawn	36.0	5
useable	53.0	7
perjure	46.0	7
cranial	51.0	7
disparity	69.0	9
primal	39.0	6
fluidity	58.0	8
step	30.0	4
widen	35.0	5
handheld	52.0	8
excited	34.0	7
persuasive	68.0	10
bullhorn	58.0	8
blackened	52.0	9
ranching	39.0	8
larcenist	66.0	9
sundae	40.0	6
ecological	50.0	10
womankind	68.0	9
paratroops	73.0	10
midseason	77.0	9
dustpan	54.0	7
disillusionment	123.0	15
jumpsuit	74.0	8
throat	37.0	6
ingrate	47.0	7
chapel	39.0	6
oversimplification	131.0	18
obsolete	68.0	8
panda	36.0	5
inseparable	66.0	11
balding	36.0	7
like	20.0	4
defecation	47.0	10
wind	20.0	4
falconer	59.0	8
eloquence	73.0	9
powwow	55.0	6
polyp	37.0	5
horsey	36.0	6
midbrain	70.0	8
quit	27.0	4
glorify	57.0	7
redeploy	64.0	8
try	28.0	3
theoretic	60.0	9
radiance	53.0	8
sharer	31.0	6
deterrent	51.0	9
ingenious	59.0	9
mushy	31.0	5
tightwad	59.0	8
tornado	55.0	7
scarce	38.0	6
dick	22.0	4
humidification	84.0	14
famished	53.0	8
confused	43.0	8
ostrich	58.0	7
four	25.0	4
stenography	68.0	11
noisy	38.0	5
shakedown	65.0	9
bog	20.0	3
lovesickness	88.0	12
transmittable	91.0	13
grisly	38.0	6
eyeless	46.0	7
salesgirl	84.0	9
evening	39.0	7
unvanquished	82.0	12
respirator	65.0	10
blueberry	60.0	9
slat	20.0	4
heaven	36.0	6
turbulence	81.0	10
liquor	55.0	6
infallibility	87.0	13
director	46.0	8
instead	52.0	7
cantina	39.0	7
grappler	44.0	8
flashpoint	78.0	10
devastation	56.0	11
bathhouse	54.0	9
unbind	42.0	6
ramshackle	89.0	10
defer	36.0	5
comprise	52.0	8
overestimate	73.0	12
regrettable	69.0	11
assistant	61.0	9
stoop	30.0	5
grub	37.0	4
errorless	72.0	9
unstopped	52.0	9
slurp	36.0	5
unanchored	76.0	10
nutritionist	90.0	12
dolphin	56.0	7
whatnot	57.0	7
tacky	34.0	5
towel	32.0	5
misbehave	69.0	9
little	38.0	6
overhear	46.0	8
diskette	56.0	8
scrubber	50.0	8
nursing	38.0	7
unmade	45.0	6
counterpoint	72.0	12
bloodshed	57.0	9
bootie	34.0	6
bacterial	54.0	9
superstition	74.0	12
monkfish	60.0	8
futurist	57.0	8
around	35.0	6
dissolute	60.0	9
medicinal	64.0	9
shape	29.0	5
clicker	33.0	7
conspirator	66.0	11
zebra	44.0	5
shipbuilder	91.0	11
cannabis	59.0	8
promotable	70.0	10
convent	34.0	7
infiltration	62.0	12
defeat	38.0	6
unsettle	53.0	8
wooded	36.0	6
wonderment	71.0	10
linkage	51.0	7
restful	48.0	7
unlikely	53.0	8
lesion	38.0	6
jaded	36.0	5
libertarianism	106.0	14
stare	22.0	5
amputate	53.0	8
speck	33.0	5
choreography	64.0	12
helpless	52.0	8
suicidal	61.0	8
precautious	68.0	11
superhuman	76.0	10
logo	26.0	4
massive	44.0	7
mudslide	61.0	8
shudder	38.0	7
babe	30.0	4
hyperkinetic	92.0	12
pilgrimage	81.0	10
unwarned	46.0	8
handy	30.0	5
turnip	49.0	6
sniffle	36.0	7
unreasonableness	121.0	16
always	37.0	6
cologne	52.0	7
pastel	35.0	6
wader	28.0	5
midcourse	73.0	9
colonial	52.0	8
psychoanalyst	80.0	13
trolley	44.0	7
tailcoat	60.0	8
liveable	47.0	8
examine	46.0	7
pastry	37.0	6
mugger	32.0	6
rivalry	53.0	7
friction	44.0	8
physique	70.0	8
proprietor	66.0	10
skid	28.0	4
mutuality	58.0	9
semi	37.0	4
retrovirus	84.0	10
constrain	52.0	9
spontaneity	96.0	11
plaintiff	72.0	9
tumble	28.0	6
prestigious	78.0	11
grinder	37.0	7
adjuster	51.0	8
psychological	67.0	13
unrecognized	80.0	12
scaffold	60.0	8
restorable	63.0	10
groceries	59.0	9
hedonistic	72.0	10
alphabetical	87.0	12
omnivorous	80.0	10
reprehensible	93.0	13
breathless	57.0	10
goatskin	63.0	8
phallic	56.0	7
stoneware	69.0	9
stinkweed	70.0	9
beeswax	76.0	7
corruptible	70.0	11
preadolescent	109.0	13
grand	34.0	5
trivial	53.0	7
overseer	41.0	8
her	20.0	3
dirty	37.0	5
digitization	77.0	12
sanctify	56.0	8
dogmatic	58.0	8
phase	33.0	5
clarify	54.0	7
powerless	53.0	9
pressure	48.0	8
depreciate	66.0	10
typographical	86.0	13
consumerism	77.0	11
faith	35.0	5
takeoff	56.0	7
territorialism	106.0	14
honorary	57.0	8
underpowered	82.0	12
constitute	54.0	10
soot	20.0	4
reliability	59.0	11
sweatbox	66.0	8
grassland	70.0	9
clap	25.0	4
blackboard	55.0	10
repression	44.0	10
unrehearsed	69.0	11
ballast	42.0	7
restore	35.0	7
daintiness	58.0	10
plethora	75.0	8
asthma	58.0	6
explorer	43.0	8
stat	25.0	4
pane	20.0	4
cummerbund	90.0	10
unbarred	48.0	8
outer	34.0	5
doorway	53.0	7
inconsiderable	84.0	14
queen	39.0	5
microelectronics	124.0	16
vital	36.0	5
formulation	56.0	11
mistletoe	79.0	9
undaunted	53.0	9
songwriting	76.0	11
nationalistic	70.0	13
bullish	49.0	7
global	46.0	6
achievable	74.0	10
exploitable	70.0	11
traffic	56.0	7
dishevelment	91.0	12
wise	22.0	4
proper	36.0	6
stutter	36.0	7
politic	45.0	7
swallower	51.0	9
expansive	53.0	9
intolerant	68.0	10
undeniable	52.0	10
locate	36.0	6
moniker	48.0	7
laugh	37.0	5
directorial	71.0	11
field	34.0	5
servant	47.0	7
scum	29.0	4
scalable	52.0	8
backflow	62.0	8
voluminous	69.0	10
famish	40.0	6
polling	30.0	7
untapped	43.0	8
jewelry	53.0	7
confessor	56.0	9
epidermis	66.0	9
streetwalker	87.0	12
abrasive	56.0	8
fascist	48.0	7
scraper	35.0	7
fryer	35.0	5
motoring	40.0	8
cope	20.0	4
stockings	50.0	9
retrievable	70.0	11
seminarian	72.0	10
melanoma	70.0	8
discipline	64.0	10
psychiatry	82.0	10
electability	75.0	12
chemistry	69.0	9
phraseology	87.0	11
fearsome	66.0	8
torque	42.0	6
heart	32.0	5
childless	58.0	9
smother	36.0	7
felony	47.0	6
healthy	44.0	7
produce	46.0	7
sportsman	60.0	9
canvas	39.0	6
fingernail	74.0	10
stagnate	53.0	8
minuteness	71.0	10
peephole	60.0	8
wingspan	66.0	8
tachometer	72.0	10
automated	52.0	9
banquette	53.0	9
notarize	56.0	8
bourgeois	70.0	9
airbag	52.0	6
sniff	35.0	5
censure	37.0	7
coloring	39.0	8
jeweler	43.0	7
explode	44.0	7
switcheroo	74.0	10
administrate	77.0	12
curbstone	72.0	9
asphyxiate	81.0	10
boozy	33.0	5
phosphorescence	134.0	15
evangelism	67.0	10
slanderous	63.0	10
geopolitical	88.0	12
creak	32.0	5
virtuous	55.0	8
restaurant	73.0	10
cymbal	52.0	6
rainmaker	62.0	9
yarn	23.0	4
weekender	64.0	9
prerecorded	79.0	11
apartness	55.0	9
repeater	45.0	8
teens	31.0	5
brainwash	62.0	9
elect	36.0	5
alteration	49.0	10
comma	35.0	5
druggist	59.0	8
grill	31.0	5
machete	53.0	7
cunt	25.0	4
chitlins	52.0	8
ballpoint	66.0	9
emergence	59.0	9
handwoven	73.0	9
playroom	59.0	8
preoperative	73.0	12
weak	30.0	4
marketer	50.0	8
charade	48.0	7
forthright	66.0	10
unscientific	108.0	12
pattern	36.0	7
bachelorette	106.0	12
trimmer	36.0	7
physicality	78.0	11
easygoing	76.0	9
dietary	56.0	7
overprice	54.0	9
nauseating	70.0	10
judgment	52.0	8
aerial	37.0	6
collapsible	86.0	11
deceit	40.0	6
precognitive	79.0	12
instant	46.0	7
miniscule	70.0	9
allergic	57.0	8
unrewarding	70.0	11
incorruptibility	121.0	16
symbol	54.0	6
shaker	31.0	6
suspension	63.0	10
jittery	38.0	7
temple	37.0	6
memorialize	64.0	11
convalesce	65.0	10
mishmash	68.0	8
assault	56.0	7
bookcase	63.0	8
fatherless	58.0	10
feline	38.0	6
shall	30.0	5
redevelop	72.0	9
pore	20.0	4
shadowy	53.0	7
halve	35.0	5
alienation	55.0	10
birthing	47.0	8
cashew	36.0	6
limber	37.0	6
wartime	53.0	7
fracture	54.0	8
snarl	36.0	5
infect	35.0	6
glassmaking	86.0	11
apostrophe	85.0	10
design	37.0	6
constellation	65.0	13
upend	39.0	5
sociability	65.0	11
disqualify	76.0	10
dictation	51.0	9
periodic	62.0	8
anemic	42.0	6
persistency	68.0	11
mix	28.0	3
cap	20.0	3
machine	41.0	7
alpaca	55.0	6
melody	50.0	6
evacuate	49.0	8
epinephrine	96.0	11
portrait	56.0	8
suspicion	70.0	9
alliteration	62.0	12
ambiguity	74.0	9
harebrain	70.0	9
parliamentary	99.0	13
shirtsleeve	106.0	11
marinate	47.0	8
umbilical	75.0	9
adoration	52.0	9
colonic	41.0	7
nutrition	58.0	9
superiority	77.0	11
sundial	57.0	7
goal	33.0	4
individuality	78.0	13
scheduler	62.0	9
ruse	28.0	4
effectively	68.0	11
renounce	48.0	8
tirade	41.0	6
constriction	51.0	12
throne	37.0	6
humble	30.0	6
adjust	45.0	6
caress	38.0	6
offshoot	68.0	8
bogus	37.0	5
insecurity	71.0	10
shareholder	72.0	11
allegation	54.0	10
saxophone	70.0	9
quotation	53.0	9
curative	50.0	8
gentlemanlike	106.0	13
submission	63.0	10
populace	55.0	8
unspotted	58.0	9
illness	47.0	7
inglorious	73.0	10
democracy	71.0	9
collegiate	72.0	10
nonfunctional	89.0	13
peanuts	52.0	7
tempest	42.0	7
ventilate	56.0	9
bidder	35.0	6
dosage	39.0	6
construct	45.0	9
dockworker	77.0	10
lidless	39.0	7
abominable	66.0	10
cleanness	49.0	9
weaponless	75.0	10
chomp	33.0	5
snowboarder	79.0	11
demonstration	64.0	13
tackler	35.0	7
honeybee	66.0	8
sculpt	47.0	6
acute	39.0	5
mathematics	71.0	11
remove	35.0	6
remind	37.0	6
crypt	37.0	5
crispy	37.0	6
emission	45.0	8
piping	34.0	6
belligerent	83.0	11
watch	31.0	5
neutralizer	59.0	11
jilt	31.0	4
windbag	54.0	7
rosewater	67.0	9
prospective	57.0	11
thousandfold	110.0	12
dancing	39.0	7
daft	31.0	4
oppressed	47.0	9
foolproof	76.0	9
sense	31.0	5
gander	29.0	6
orthography	71.0	11
stereophonic	105.0	12
pacifist	53.0	8
unexcused	63.0	9
adhesive	60.0	8
